Detector;Time;qPKW;vPKW
404:5;720;42.0;13.9
404:19;720;170.0;13.9
404:21;720;209.0;13.9
404:23;720;184.0;13.9
502:19;720;108.0;13.9
502:21;720;155.0;13.9
502:23;720;126.0;13.9
502:1;720;57.0;13.9
502:3;720;92.0;13.9
502:5;720;102.0;13.9
502:11;720;166.0;13.9
502:13;720;109.0;13.9
502:15;720;48.0;13.9
502:17;720;87.0;13.9
502:7;720;130.0;13.9
502:9;720;86.0;13.9
601:5;720;2.0;13.9
601:7;720;37.0;13.9
601:15;720;3.0;13.9
601:17;720;21.0;13.9
601:11;720;54.0;13.9
601:13;720;53.0;13.9
601:1;720;49.0;13.9
306:9;780;52.0;13.9
306:11;780;70.0;13.9
306:27;780;79.0;13.9
306:29;780;89.0;13.9
306:13;780;61.0;13.9
306:1;780;192.0;13.9
306:23;780;90.0;13.9
306:15;780;39.0;13.9
306:17;780;37.0;13.9
306:19;780;23.0;13.9
306:3;780;172.0;13.9
306:5;780;172.0;13.9
306:25;780;51.0;13.9
306:21;780;79.0;13.9
306:7;780;53.0;13.9
402:1;780;114.0;13.9
402:3;780;105.0;13.9
402:5;780;74.0;13.9
402:7;780;10.0;13.9
402:9;780;105.0;13.9
402:11;780;69.0;13.9
402:13;780;54.0;13.9
402:15;780;137.0;13.9
402:17;780;97.0;13.9
402:19;780;50.0;13.9
601:5;780;1.0;13.9
601:7;780;41.0;13.9
601:15;780;3.0;13.9
601:17;780;15.0;13.9
601:11;780;60.0;13.9
601:13;780;56.0;13.9
601:1;780;52.0;13.9
302:9;780;164.0;13.9
302:11;780;96.0;13.9
302:13;780;37.0;13.9
302:25;780;72.0;13.9
302:27;780;191.0;13.9
302:15;780;62.0;13.9
302:29;780;107.0;13.9
302:17;780;18.0;13.9
302:19;780;21.0;13.9
302:21;780;79.0;13.9
302:1;780;11.0;13.9
302:3;780;43.0;13.9
302:5;780;95.0;13.9
302:23;780;30.0;13.9
302:7;780;68.0;13.9
304:11;780;143.0;13.9
304:13;780;271.0;13.9
304:1;780;91.0;13.9
304:3;780;176.0;13.9
304:15;780;54.0;13.9
304:5;780;53.0;13.9
304:17;780;63.0;13.9
404:1;780;129.0;13.9
404:11;780;37.0;13.9
404:13;780;113.0;13.9
404:15;780;80.0;13.9
404:17;780;1.0;13.9
404:19;780;158.0;13.9
404:21;780;191.0;13.9
404:23;780;173.0;13.9
404:3;780;140.0;13.9
404:5;780;45.0;13.9
404:7;780;101.0;13.9
404:9;780;105.0;13.9
502:19;780;104.0;13.9
502:21;780;147.0;13.9
502:23;780;113.0;13.9
502:1;780;58.0;13.9
502:3;780;91.0;13.9
502:5;780;119.0;13.9
502:11;780;189.0;13.9
502:13;780;132.0;13.9
502:15;780;53.0;13.9
502:17;780;86.0;13.9
502:7;780;147.0;13.9
502:9;780;84.0;13.9
601:5;780;1.0;13.9
601:7;780;41.0;13.9
601:15;780;3.0;13.9
601:17;780;15.0;13.9
601:11;780;60.0;13.9
601:13;780;56.0;13.9
601:1;780;52.0;13.9
306:9;840;56.0;13.9
306:11;840;85.0;13.9
306:27;840;88.0;13.9
306:29;840;110.0;13.9
306:13;840;78.0;13.9
306:1;840;204.0;13.9
306:23;840;91.0;13.9
306:15;840;23.0;13.9
306:17;840;33.0;13.9
306:19;840;24.0;13.9
306:3;840;171.0;13.9
306:5;840;192.0;13.9
306:25;840;52.0;13.9
306:21;840;87.0;13.9
306:7;840;51.0;13.9
402:1;840;109.0;13.9
402:3;840;111.0;13.9
402:5;840;82.0;13.9
402:7;840;6.0;13.9
402:9;840;93.0;13.9
402:11;840;72.0;13.9
402:13;840;67.0;13.9
402:15;840;135.0;13.9
402:17;840;84.0;13.9
402:19;840;53.0;13.9
601:5;840;2.0;13.9
601:7;840;37.0;13.9
601:15;840;4.0;13.9
601:17;840;19.0;13.9
601:11;840;56.0;13.9
601:13;840;45.0;13.9
601:1;840;51.0;13.9
302:9;840;185.0;13.9
302:11;840;75.0;13.9
302:13;840;39.0;13.9
302:25;840;67.0;13.9
302:27;840;159.0;13.9
302:15;840;58.0;13.9
302:29;840;88.0;13.9
302:17;840;20.0;13.9
302:19;840;17.0;13.9
302:21;840;62.0;13.9
302:1;840;14.0;13.9
302:3;840;42.0;13.9
302:5;840;95.0;13.9
302:23;840;29.0;13.9
302:7;840;69.0;13.9
304:11;840;145.0;13.9
304:13;840;238.0;13.9
304:1;840;80.0;13.9
304:3;840;209.0;13.9
304:15;840;34.0;13.9
304:5;840;47.0;13.9
304:17;840;62.0;13.9
404:13;840;117.0;13.9
404:15;840;94.0;13.9
404:17;840;2.0;13.9
404:7;840;95.0;13.9
404:9;840;89.0;13.9
404:11;840;45.0;13.9
404:1;840;137.0;13.9
404:3;840;135.0;13.9
404:5;840;42.0;13.9
404:19;840;177.0;13.9
404:21;840;193.0;13.9
404:23;840;179.0;13.9
502:19;840;113.0;13.9
502:21;840;159.0;13.9
502:23;840;103.0;13.9
502:1;840;76.0;13.9
502:3;840;104.0;13.9
502:5;840;112.0;13.9
502:11;840;169.0;13.9
502:13;840;113.0;13.9
502:15;840;49.0;13.9
502:17;840;97.0;13.9
502:7;840;157.0;13.9
502:9;840;85.0;13.9
601:5;840;2.0;13.9
601:7;840;37.0;13.9
601:15;840;4.0;13.9
601:17;840;19.0;13.9
601:11;840;56.0;13.9
601:13;840;45.0;13.9
601:1;840;51.0;13.9
306:9;900;68.0;13.9
306:11;900;82.0;13.9
306:27;900;83.0;13.9
306:29;900;108.0;13.9
306:13;900;84.0;13.9
306:1;900;208.0;13.9
306:23;900;115.0;13.9
306:15;900;33.0;13.9
306:17;900;42.0;13.9
306:19;900;23.0;13.9
306:3;900;184.0;13.9
306:5;900;187.0;13.9
306:25;900;43.0;13.9
306:21;900;66.0;13.9
306:7;900;59.0;13.9
402:1;900;131.0;13.9
402:3;900;94.0;13.9
402:5;900;84.0;13.9
402:7;900;10.0;13.9
402:9;900;125.0;13.9
402:11;900;80.0;13.9
402:13;900;48.0;13.9
402:15;900;136.0;13.9
402:17;900;80.0;13.9
402:19;900;34.0;13.9
601:5;900;2.0;13.9
601:7;900;46.0;13.9
601:15;900;3.0;13.9
601:17;900;19.0;13.9
601:11;900;56.0;13.9
601:13;900;49.0;13.9
601:1;900;51.0;13.9
302:9;900;121.0;13.9
302:11;900;65.0;13.9
302:13;900;37.0;13.9
302:25;900;62.0;13.9
302:27;900;190.0;13.9
302:15;900;64.0;13.9
302:29;900;87.0;13.9
302:17;900;23.0;13.9
302:19;900;20.0;13.9
302:21;900;75.0;13.9
302:1;900;13.0;13.9
302:3;900;43.0;13.9
302:5;900;103.0;13.9
302:23;900;25.0;13.9
302:7;900;68.0;13.9
304:11;900;148.0;13.9
304:13;900;243.0;13.9
304:1;900;57.0;13.9
304:3;900;142.0;13.9
304:15;900;56.0;13.9
304:5;900;59.0;13.9
304:17;900;59.0;13.9
404:13;900;111.0;13.9
404:15;900;96.0;13.9
404:17;900;2.0;13.9
404:7;900;104.0;13.9
404:9;900;116.0;13.9
404:11;900;48.0;13.9
404:1;900;128.0;13.9
404:3;900;151.0;13.9
404:5;900;45.0;13.9
404:19;900;191.0;13.9
404:21;900;200.0;13.9
404:23;900;161.0;13.9
502:19;900;111.0;13.9
502:21;900;180.0;13.9
502:23;900;102.0;13.9
502:1;900;73.0;13.9
502:3;900;113.0;13.9
502:5;900;118.0;13.9
502:11;900;166.0;13.9
502:13;900;104.0;13.9
502:15;900;36.0;13.9
502:17;900;85.0;13.9
502:7;900;160.0;13.9
502:9;900;90.0;13.9
601:5;900;2.0;13.9
601:7;900;46.0;13.9
601:15;900;3.0;13.9
601:17;900;19.0;13.9
601:11;900;56.0;13.9
601:13;900;49.0;13.9
601:1;900;51.0;13.9
306:1;960;211.0;13.9
306:11;960;96.0;13.9
306:13;960;78.0;13.9
306:15;960;25.0;13.9
306:17;960;33.0;13.9
306:19;960;15.0;13.9
306:21;960;52.0;13.9
306:23;960;88.0;13.9
306:25;960;37.0;13.9
306:27;960;106.0;13.9
306:29;960;102.0;13.9
306:3;960;192.0;13.9
306:5;960;176.0;13.9
306:7;960;49.0;13.9
306:9;960;73.0;13.9
402:1;960;131.0;13.9
402:3;960;117.0;13.9
402:5;960;86.0;13.9
402:7;960;4.0;13.9
402:9;960;84.0;13.9
402:11;960;73.0;13.9
402:13;960;51.0;13.9
402:15;960;112.0;13.9
402:17;960;70.0;13.9
402:19;960;32.0;13.9
601:5;960;2.0;13.9
601:7;960;38.0;13.9
601:15;960;4.0;13.9
601:17;960;20.0;13.9
601:11;960;57.0;13.9
601:13;960;48.0;13.9
601:1;960;52.0;13.9
302:1;960;10.0;13.9
302:11;960;71.0;13.9
302:13;960;40.0;13.9
302:15;960;59.0;13.9
302:17;960;29.0;13.9
302:19;960;19.0;13.9
302:21;960;69.0;13.9
302:23;960;28.0;13.9
302:25;960;56.0;13.9
302:27;960;162.0;13.9
302:29;960;79.0;13.9
302:3;960;40.0;13.9
302:5;960;90.0;13.9
302:7;960;62.0;13.9
302:9;960;136.0;13.9
304:11;960;145.0;13.9
304:13;960;220.0;13.9
304:1;960;71.0;13.9
304:3;960;127.0;13.9
304:15;960;43.0;13.9
304:5;960;53.0;13.9
304:17;960;48.0;13.9
404:1;960;141.0;13.9
404:11;960;48.0;13.9
404:13;960;110.0;13.9
404:15;960;95.0;13.9
404:17;960;4.0;13.9
404:19;960;167.0;13.9
404:21;960;159.0;13.9
404:23;960;147.0;13.9
404:3;960;158.0;13.9
404:5;960;50.0;13.9
404:7;960;98.0;13.9
404:9;960;109.0;13.9
502:19;960;94.0;13.9
502:21;960;168.0;13.9
502:23;960;113.0;13.9
502:1;960;78.0;13.9
502:3;960;97.0;13.9
502:5;960;115.0;13.9
502:11;960;149.0;13.9
502:13;960;104.0;13.9
502:15;960;37.0;13.9
502:17;960;79.0;13.9
502:7;960;156.0;13.9
502:9;960;66.0;13.9
601:5;960;2.0;13.9
601:7;960;38.0;13.9
601:15;960;4.0;13.9
601:17;960;20.0;13.9
601:11;960;57.0;13.9
601:13;960;48.0;13.9
601:1;960;52.0;13.9
306:9;1020;90.0;13.9
306:11;1020;103.0;13.9
306:27;1020;139.0;13.9
306:29;1020;108.0;13.9
306:13;1020;106.0;13.9
306:1;1020;228.0;13.9
306:23;1020;100.0;13.9
306:15;1020;33.0;13.9
306:17;1020;46.0;13.9
306:19;1020;9.0;13.9
306:3;1020;212.0;13.9
306:5;1020;178.0;13.9
306:25;1020;44.0;13.9
306:21;1020;46.0;13.9
306:7;1020;47.0;13.9
402:1;1020;128.0;13.9
402:3;1020;126.0;13.9
402:5;1020;101.0;13.9
402:7;1020;6.0;13.9
402:9;1020;106.0;13.9
402:11;1020;69.0;13.9
402:13;1020;59.0;13.9
402:15;1020;128.0;13.9
402:17;1020;63.0;13.9
402:19;1020;27.0;13.9
601:5;1020;1.0;13.9
601:7;1020;46.0;13.9
601:15;1020;4.0;13.9
601:17;1020;16.0;13.9
601:11;1020;63.0;13.9
601:13;1020;59.0;13.9
601:1;1020;47.0;13.9
302:9;1020;154.0;13.9
302:11;1020;85.0;13.9
302:13;1020;36.0;13.9
302:25;1020;68.0;13.9
302:27;1020;215.0;13.9
302:15;1020;67.0;13.9
302:29;1020;108.0;13.9
302:17;1020;22.0;13.9
302:19;1020;24.0;13.9
302:21;1020;68.0;13.9
302:1;1020;9.0;13.9
302:3;1020;46.0;13.9
302:5;1020;110.0;13.9
302:23;1020;28.0;13.9
302:7;1020;88.0;13.9
304:11;1020;167.0;13.9
304:13;1020;262.0;13.9
304:1;1020;82.0;13.9
304:3;1020;176.0;13.9
304:15;1020;75.0;13.9
304:5;1020;73.0;13.9
304:17;1020;63.0;13.9
404:13;1020;84.0;13.9
404:15;1020;72.0;13.9
404:17;1020;1.0;13.9
404:7;1020;103.0;13.9
404:9;1020;126.0;13.9
404:11;1020;38.0;13.9
404:1;1020;156.0;13.9
404:3;1020;141.0;13.9
404:5;1020;43.0;13.9
404:19;1020;197.0;13.9
404:21;1020;216.0;13.9
404:23;1020;148.0;13.9
502:19;1020;107.0;13.9
502:21;1020;197.0;13.9
502:23;1020;114.0;13.9
502:1;1020;108.0;13.9
502:3;1020;111.0;13.9
502:5;1020;138.0;13.9
502:11;1020;170.0;13.9
502:13;1020;101.0;13.9
502:15;1020;35.0;13.9
502:17;1020;110.0;13.9
502:7;1020;159.0;13.9
502:9;1020;80.0;13.9
601:5;1020;1.0;13.9
601:7;1020;46.0;13.9
601:15;1020;4.0;13.9
601:17;1020;16.0;13.9
601:11;1020;63.0;13.9
601:13;1020;59.0;13.9
601:1;1020;47.0;13.9
306:9;1080;100.0;13.9
306:11;1080;87.0;13.9
306:27;1080;222.0;13.9
306:29;1080;179.0;13.9
306:13;1080;117.0;13.9
306:1;1080;248.0;13.9
306:23;1080;140.0;13.9
306:15;1080;23.0;13.9
306:17;1080;37.0;13.9
306:19;1080;8.0;13.9
306:3;1080;237.0;13.9
306:5;1080;212.0;13.9
306:25;1080;56.0;13.9
306:21;1080;54.0;13.9
306:7;1080;52.0;13.9
402:1;1080;182.0;13.9
402:3;1080;165.0;13.9
402:5;1080;144.0;13.9
402:7;1080;6.0;13.9
402:9;1080;126.0;13.9
402:11;1080;109.0;13.9
402:13;1080;66.0;13.9
402:15;1080;132.0;13.9
402:17;1080;78.0;13.9
402:19;1080;48.0;13.9
601:5;1080;1.0;13.9
601:7;1080;27.0;13.9
601:15;1080;2.0;13.9
601:17;1080;9.0;13.9
601:11;1080;67.0;13.9
601:13;1080;53.0;13.9
601:1;1080;33.0;13.9
302:9;1080;212.0;13.9
302:11;1080;118.0;13.9
302:13;1080;62.0;13.9
302:25;1080;87.0;13.9
302:27;1080;266.0;13.9
302:15;1080;85.0;13.9
302:29;1080;148.0;13.9
302:17;1080;28.0;13.9
302:19;1080;39.0;13.9
302:21;1080;102.0;13.9
302:1;1080;8.0;13.9
302:3;1080;18.0;13.9
302:5;1080;140.0;13.9
302:23;1080;63.0;13.9
302:7;1080;154.0;13.9
304:11;1080;165.0;13.9
304:13;1080;202.0;13.9
304:1;1080;65.0;13.9
304:3;1080;101.0;13.9
304:15;1080;71.0;13.9
304:5;1080;72.0;13.9
304:17;1080;72.0;13.9
404:13;1080;171.0;13.9
404:15;1080;118.0;13.9
404:17;1080;1.0;13.9
404:7;1080;190.0;13.9
404:9;1080;201.0;13.9
404:11;1080;53.0;13.9
404:1;1080;150.0;13.9
404:3;1080;165.0;13.9
404:5;1080;48.0;13.9
404:19;1080;192.0;13.9
404:21;1080;191.0;13.9
404:23;1080;110.0;13.9
502:19;1080;138.0;13.9
502:21;1080;242.0;13.9
502:23;1080;131.0;13.9
502:1;1080;186.0;13.9
502:3;1080;135.0;13.9
502:5;1080;165.0;13.9
502:11;1080;214.0;13.9
502:13;1080;136.0;13.9
502:15;1080;56.0;13.9
502:17;1080;141.0;13.9
502:7;1080;223.0;13.9
502:9;1080;133.0;13.9
601:5;1080;1.0;13.9
601:7;1080;27.0;13.9
601:15;1080;2.0;13.9
601:17;1080;9.0;13.9
601:11;1080;67.0;13.9
601:13;1080;53.0;13.9
601:1;1080;33.0;13.9
306:9;1140;54.0;13.9
306:11;1140;62.0;13.9
306:27;1140;169.0;13.9
306:29;1140;129.0;13.9
306:13;1140;77.0;13.9
306:1;1140;256.0;13.9
306:23;1140;125.0;13.9
306:15;1140;15.0;13.9
306:17;1140;35.0;13.9
306:19;1140;6.0;13.9
306:3;1140;184.0;13.9
306:5;1140;175.0;13.9
306:25;1140;48.0;13.9
306:21;1140;53.0;13.9
306:7;1140;40.0;13.9
402:1;1140;164.0;13.9
402:3;1140;139.0;13.9
402:5;1140;131.0;13.9
402:7;1140;4.0;13.9
402:9;1140;100.0;13.9
402:11;1140;94.0;13.9
402:13;1140;61.0;13.9
402:15;1140;100.0;13.9
402:17;1140;43.0;13.9
402:19;1140;29.0;13.9
601:1;1140;18.0;13.9
601:11;1140;63.0;13.9
601:13;1140;34.0;13.9
601:15;1140;0.0;13.9
601:17;1140;2.0;13.9
601:5;1140;0.0;13.9
601:7;1140;17.0;13.9
302:9;1140;147.0;13.9
302:11;1140;79.0;13.9
302:13;1140;39.0;13.9
302:25;1140;72.0;13.9
302:27;1140;184.0;13.9
302:15;1140;51.0;13.9
302:29;1140;78.0;13.9
302:17;1140;21.0;13.9
302:19;1140;18.0;13.9
302:21;1140;83.0;13.9
302:1;1140;2.0;13.9
302:3;1140;10.0;13.9
302:5;1140;114.0;13.9
302:23;1140;44.0;13.9
302:7;1140;128.0;13.9
304:11;1140;101.0;13.9
304:13;1140;124.0;13.9
304:1;1140;33.0;13.9
304:3;1140;78.0;13.9
304:15;1140;23.0;13.9
304:5;1140;59.0;13.9
304:17;1140;71.0;13.9
404:13;1140;173.0;13.9
404:15;1140;110.0;13.9
404:7;1140;194.0;13.9
404:9;1140;194.0;13.9
404:11;1140;59.0;13.9
404:1;1140;115.0;13.9
404:3;1140;144.0;13.9
404:5;1140;36.0;13.9
404:19;1140;125.0;13.9
404:21;1140;162.0;13.9
404:23;1140;80.0;13.9
502:19;1140;70.0;13.9
502:21;1140;168.0;13.9
502:23;1140;106.0;13.9
502:1;1140;107.0;13.9
502:3;1140;93.0;13.9
502:5;1140;104.0;13.9
502:11;1140;204.0;13.9
502:13;1140;117.0;13.9
502:15;1140;38.0;13.9
502:17;1140;117.0;13.9
502:7;1140;186.0;13.9
502:9;1140;122.0;13.9
601:1;1140;18.0;13.9
601:11;1140;63.0;13.9
601:13;1140;34.0;13.9
601:15;1140;0.0;13.9
601:17;1140;2.0;13.9
601:5;1140;0.0;13.9
601:7;1140;17.0;13.9
306:9;1200;34.0;13.9
306:11;1200;41.0;13.9
306:27;1200;63.0;13.9
306:29;1200;55.0;13.9
306:13;1200;38.0;13.9
306:1;1200;192.0;13.9
306:23;1200;82.0;13.9
306:15;1200;8.0;13.9
306:17;1200;31.0;13.9
306:19;1200;3.0;13.9
306:3;1200;126.0;13.9
306:5;1200;106.0;13.9
306:25;1200;32.0;13.9
306:21;1200;36.0;13.9
306:7;1200;33.0;13.9
402:1;1200;121.0;13.9
402:3;1200;82.0;13.9
402:5;1200;61.0;13.9
402:7;1200;2.0;13.9
402:9;1200;62.0;13.9
402:11;1200;51.0;13.9
402:13;1200;30.0;13.9
402:15;1200;57.0;13.9
402:17;1200;28.0;13.9
402:19;1200;12.0;13.9
601:1;1200;17.0;13.9
601:11;1200;40.0;13.9
601:13;1200;20.0;13.9
601:15;1200;1.0;13.9
601:17;1200;4.0;13.9
601:5;1200;0.0;13.9
601:7;1200;16.0;13.9
302:9;1200;70.0;13.9
302:11;1200;44.0;13.9
302:13;1200;24.0;13.9
302:25;1200;34.0;13.9
302:27;1200;131.0;13.9
302:15;1200;23.0;13.9
302:29;1200;44.0;13.9
302:17;1200;10.0;13.9
302:19;1200;12.0;13.9
302:21;1200;60.0;13.9
302:1;1200;4.0;13.9
302:3;1200;5.0;13.9
302:5;1200;49.0;13.9
302:23;1200;28.0;13.9
302:7;1200;61.0;13.9
304:11;1200;43.0;13.9
304:13;1200;67.0;13.9
304:1;1200;25.0;13.9
304:3;1200;50.0;13.9
304:15;1200;16.0;13.9
304:5;1200;50.0;13.9
304:17;1200;35.0;13.9
404:13;1200;112.0;13.9
404:15;1200;56.0;13.9
404:7;1200;67.0;13.9
404:9;1200;91.0;13.9
404:11;1200;39.0;13.9
404:1;1200;70.0;13.9
404:3;1200;107.0;13.9
404:5;1200;12.0;13.9
404:19;1200;45.0;13.9
404:21;1200;90.0;13.9
404:23;1200;54.0;13.9
502:19;1200;37.0;13.9
502:21;1200;89.0;13.9
502:23;1200;59.0;13.9
502:1;1200;44.0;13.9
502:3;1200;68.0;13.9
502:5;1200;47.0;13.9
502:11;1200;150.0;13.9
502:13;1200;73.0;13.9
502:15;1200;14.0;13.9
502:17;1200;66.0;13.9
502:7;1200;100.0;13.9
502:9;1200;51.0;13.9
601:1;1200;17.0;13.9
601:11;1200;40.0;13.9
601:13;1200;20.0;13.9
601:15;1200;1.0;13.9
601:17;1200;4.0;13.9
601:5;1200;0.0;13.9
601:7;1200;16.0;13.9
306:9;1260;15.0;13.9
306:11;1260;22.0;13.9
306:27;1260;26.0;13.9
306:29;1260;22.0;13.9
306:13;1260;23.0;13.9
306:1;1260;123.0;13.9
306:23;1260;47.0;13.9
306:15;1260;3.0;13.9
306:17;1260;16.0;13.9
306:19;1260;2.0;13.9
306:3;1260;60.0;13.9
306:5;1260;53.0;13.9
306:25;1260;25.0;13.9
306:21;1260;18.0;13.9
306:7;1260;18.0;13.9
402:1;1260;90.0;13.9
402:11;1260;33.0;13.9
402:13;1260;12.0;13.9
402:15;1260;32.0;13.9
402:17;1260;17.0;13.9
402:19;1260;9.0;13.9
402:3;1260;52.0;13.9
402:5;1260;32.0;13.9
402:7;1260;2.0;13.9
402:9;1260;33.0;13.9
601:1;1260;13.0;13.9
601:11;1260;30.0;13.9
601:13;1260;14.0;13.9
601:15;1260;2.0;13.9
601:17;1260;3.0;13.9
601:5;1260;0.0;13.9
601:7;1260;10.0;13.9
302:9;1260;39.0;13.9
302:11;1260;20.0;13.9
302:13;1260;13.0;13.9
302:25;1260;13.0;13.9
302:27;1260;70.0;13.9
302:15;1260;15.0;13.9
302:29;1260;14.0;13.9
302:17;1260;5.0;13.9
302:19;1260;6.0;13.9
302:21;1260;30.0;13.9
302:1;1260;3.0;13.9
302:3;1260;3.0;13.9
302:5;1260;32.0;13.9
302:23;1260;20.0;13.9
302:7;1260;33.0;13.9
304:11;1260;15.0;13.9
304:13;1260;34.0;13.9
304:1;1260;12.0;13.9
304:3;1260;36.0;13.9
304:15;1260;8.0;13.9
304:5;1260;34.0;13.9
304:17;1260;26.0;13.9
404:13;1260;53.0;13.9
404:15;1260;40.0;13.9
404:7;1260;35.0;13.9
404:9;1260;45.0;13.9
404:11;1260;23.0;13.9
404:1;1260;46.0;13.9
404:3;1260;63.0;13.9
404:5;1260;8.0;13.9
404:19;1260;16.0;13.9
404:21;1260;51.0;13.9
404:23;1260;31.0;13.9
502:19;1260;11.0;13.9
502:21;1260;41.0;13.9
502:23;1260;30.0;13.9
502:1;1260;17.0;13.9
502:3;1260;39.0;13.9
502:5;1260;16.0;13.9
502:11;1260;90.0;13.9
502:13;1260;34.0;13.9
502:15;1260;8.0;13.9
502:17;1260;38.0;13.9
502:7;1260;49.0;13.9
502:9;1260;21.0;13.9
601:1;1260;13.0;13.9
601:11;1260;30.0;13.9
601:13;1260;14.0;13.9
601:15;1260;2.0;13.9
601:17;1260;3.0;13.9
601:5;1260;0.0;13.9
601:7;1260;10.0;13.9
306:9;1320;9.0;13.9
306:11;1320;20.0;13.9
306:27;1320;15.0;13.9
306:29;1320;13.0;13.9
306:13;1320;9.0;13.9
306:1;1320;68.0;13.9
306:23;1320;33.0;13.9
306:15;1320;1.0;13.9
306:17;1320;10.0;13.9
306:19;1320;1.0;13.9
306:3;1320;39.0;13.9
306:5;1320;31.0;13.9
306:25;1320;16.0;13.9
306:21;1320;12.0;13.9
306:7;1320;14.0;13.9
402:1;1320;45.0;13.9
402:3;1320;22.0;13.9
402:5;1320;22.0;13.9
402:7;1320;2.0;13.9
402:9;1320;15.0;13.9
402:11;1320;22.0;13.9
402:13;1320;14.0;13.9
402:15;1320;20.0;13.9
402:17;1320;9.0;13.9
402:19;1320;5.0;13.9
601:7;1320;10.0;13.9
601:15;1320;1.0;13.9
601:17;1320;2.0;13.9
601:11;1320;19.0;13.9
601:13;1320;9.0;13.9
601:1;1320;10.0;13.9
302:9;1320;21.0;13.9
302:11;1320;13.0;13.9
302:13;1320;5.0;13.9
302:25;1320;8.0;13.9
302:27;1320;38.0;13.9
302:15;1320;11.0;13.9
302:29;1320;10.0;13.9
302:17;1320;4.0;13.9
302:19;1320;3.0;13.9
302:21;1320;26.0;13.9
302:1;1320;2.0;13.9
302:3;1320;2.0;13.9
302:5;1320;11.0;13.9
302:23;1320;13.0;13.9
302:7;1320;20.0;13.9
304:11;1320;13.0;13.9
304:13;1320;31.0;13.9
304:1;1320;3.0;13.9
304:3;1320;25.0;13.9
304:15;1320;5.0;13.9
304:5;1320;11.0;13.9
304:17;1320;12.0;13.9
404:13;1320;47.0;13.9
404:15;1320;25.0;13.9
404:7;1320;14.0;13.9
404:9;1320;18.0;13.9
404:11;1320;12.0;13.9
404:1;1320;26.0;13.9
404:3;1320;38.0;13.9
404:5;1320;5.0;13.9
404:19;1320;8.0;13.9
404:21;1320;38.0;13.9
404:23;1320;21.0;13.9
502:19;1320;2.0;13.9
502:21;1320;20.0;13.9
502:23;1320;10.0;13.9
502:1;1320;8.0;13.9
502:3;1320;14.0;13.9
502:5;1320;8.0;13.9
502:11;1320;59.0;13.9
502:13;1320;26.0;13.9
502:15;1320;4.0;13.9
502:17;1320;25.0;13.9
502:7;1320;19.0;13.9
502:9;1320;12.0;13.9
601:7;1320;10.0;13.9
601:15;1320;1.0;13.9
601:17;1320;2.0;13.9
601:11;1320;19.0;13.9
601:13;1320;9.0;13.9
601:1;1320;10.0;13.9
